,Name,Abaddon,Alchemist,Ancient Apparition,Anti-Mage,Arc Warden,Axe,Bane,Batrider,Beastmaster,Bloodseeker,Bounty Hunter,Brewmaster,Bristleback,Broodmother,Centaur Warrunner,Chaos Knight,Chen,Clinkz,Clockwerk,Crystal Maiden,Dark Seer,Dazzle,Death Prophet,Disruptor,Doom,Dragon Knight,Drow Ranger,Earth Spirit,Earthshaker,Elder Titan,Ember Spirit,Enchantress,Enigma,Faceless Void,Gyrocopter,Huskar,Invoker,Io,Jakiro,Juggernaut,Keeper of the Light,Kunkka,Legion Commander,Leshrac,Lich,Lifestealer,Lina,Lion,Lone Druid,Luna,Lycan,Magnus,Medusa,Meepo,Mirana,Morphling,Naga Siren,Nature's Prophet,Necrophos,Night Stalker,Nyx Assassin,Ogre Magi,Omniknight,Oracle,Outworld Devourer,Phantom Lancer,Phoenix,Puck,Pudge,Pugna,Queen of Pain,Razor,Riki,Rubick,Sand King,Shadow Demon,Shadow Fiend,Shadow Shaman,Silencer,Skywrath Mage,Slardar,Slark,Sniper,Spectre,Spirit Breaker,Storm Spirit,Sven,Techies,Templar Assassin,Terrorblade,Tidehunter,Timbersaw,Tinker,Tiny,Treant Protector,Troll Warlord,Tusk,Undying,Ursa,Vengeful Spirit,Venomancer,Viper,Visage,Warlock,Weaver,Windranger,Winter Wyvern,Witch Doctor,Wraith King,Zeus
0,Abaddon,0,1.6103,2.3792,4.026,0.8307,0.5142,0.4002,-1.7629,2.3083,0.4341,-1.1002,2.1482,1.4893,3.2702,-0.0782,-0.0372,2.6931,0.5964,-0.7789,0.1873,2.234,1.0358,0.2332,-0.2112,0.7036,-0.5268,0.7728,0.4951,0.8331,-0.3501,1.9477,1.2899,-1.2415,1.8877,-0.4589,-0.151,3.2528,3.7486,1.4996,0.0971,1.3849,1.3124,0.7855,4.0118,0.7,-0.065,1.7611,1.7462,3.3412,-0.9018,2.5906,-0.5716,0.3959,3.1875,0.0653,-0.6572,-0.5345,4.9695,0.4673,-0.9677,-0.2922,-1.1211,0.3467,0.3475,2.8827,1.7306,-0.5155,1.036,-0.4866,1.1836,-0.54,1.1887,0.5139,1.509,0.7319,2.3339,0.181,-1.4394,-2.6741,-1.7597,-0.2892,2.6348,1.3479,-0.4622,-0.5561,-1.3773,1.081,0.611,0.2533,-0.2995,-1.2511,1.1477,1.551,1.636,-0.124,0.8464,0.4314,2.6507,0.5955,0.1715,-0.4682,0.0375,0.8141,-0.1234,0.5066,2.5653,0.5574,0.1161,-0.5338,-0.856
1,Alchemist,-1.1417,0,2.1622,-0.7832,-0.7649,-0.6416,0.0747,0.6375,-0.7627,0.5706,1.4482,-0.1556,-0.1197,-1.2991,-1.315,0.3329,-1.0247,1.227,-0.7462,0.8956,-1.039,0.7075,1.3173,-0.3727,-0.5698,1.0183,0.6068,-1.6681,-1.9316,-2.8858,-0.0949,0.4159,-1.6768,-0.9744,0.7601,2.6098,-0.6233,-0.6194,-0.9051,0.0912,-0.063,-1.3268,1.4566,0.9298,0.8564,1.8009,0.8018,0.0487,0.4703,0.6555,0.3397,-1.6124,-2.4634,1.3823,-1.6111,1.7513,-1.8374,-0.4053,-1.0938,1.0483,0.4602,0.0918,0.3049,-0.7763,0.1681,-1.3552,-1.5005,-1.085,-0.4149,-0.8643,0.5078,-0.1171,-1.542,-0.4527,-0.628,0.5259,0.3128,0.2522,-1.9975,0.8185,0.4735,1.0076,0.3975,-2.7416,0.5736,-0.1399,-1.0399,1.2935,-0.7772,1.0534,-4.3964,0.6295,-1.3735,0.2644,-0.4115,2.3399,1.0378,-1.059,0.8143,0.1661,-1.0289,3.0448,-0.039,-0.6897,-1.523,-0.2821,-1.1204,0.0105,-1.2767,-2.0244
2,Ancient Apparition,-2.2809,-1.6884,0,3.7077,2.2379,-1.9238,1.0081,2.1928,5.1995,-0.1067,1.2438,1.8152,-2.8185,1.5543,0.4947,0.5722,0.877,2.5388,0.5642,-1.3248,-0.6066,-3.8581,-0.6227,-1.8183,0.5679,-2.0077,0.9375,2.926,-0.647,0.4466,1.7055,0.5156,0.4825,0.2095,-0.8796,-3.1124,0.9335,0.0548,-1.6244,0.967,0.2636,-0.5186,-0.6535,0.5387,-0.5012,-0.8087,0.4919,0.5026,3.324,0.9934,4.5268,0.1638,0.7784,-0.3975,0.1063,-0.725,2.9078,3.6206,-3.106,0.9577,1.5929,-0.5167,-2.9516,2.0993,0.4171,1.5945,-0.007,0.2994,-0.4233,0.6058,0.9677,0.2113,-0.0411,1.2311,-0.4707,1.4112,-0.2426,-0.5145,0.9555,1.2931,-0.6716,0.0908,0.0289,1.2178,0.4856,1.9694,-0.869,-0.2353,1.7986,1.8282,-2.7629,-1.1265,1.0478,0.9076,-0.8676,0.1039,0.77,-1.1925,0.1726,0.4296,-0.3491,-0.3095,2.0684,-0.6694,1.2043,0.98,-1.9174,-0.9119,-0.3941,-0.02
3,Anti-Mage,-3.3808,0.8804,-3.7649,0,-1.3444,0.9168,1.6422,0.8427,1.4429,3.0529,-1.3427,-2.1207,-0.7836,1.1231,-0.545,0.447,0.1592,2.9851,-4.6182,1.1651,-2.6594,0.6846,-0.523,0.0386,0.0587,1.3793,2.8432,-1.6066,-0.1963,-1.8061,0.0713,0.4232,-0.3428,-1.819,-0.6606,2.192,0.1289,1.3498,-1.3391,-1.4022,-0.0843,1.0019,3.2385,-2.0993,-2.4072,-1.4819,-0.017,1.3053,0.8057,0.2787,0.9982,0.4049,-4.0944,5.381,-2.5163,-3.0902,-0.9301,-1.7104,-2.1851,1.7117,-1.1445,0.0265,0.0364,-1.5289,2.9089,-1.0976,-2.8328,-1.3178,-2.1635,-3.7392,0.239,-0.7439,0.4661,0.2239,-0.54,1.3359,-0.3961,1.6555,-1.1186,-0.7032,3.4104,-3.4095,-1.6196,-3.6791,1.3959,-4.1259,1.3448,-1.2274,2.2393,2.2017,-1.3813,-0.364,-2.9376,1.6577,-0.1591,3.3534,-0.2344,-3.6627,0.7323,0.6356,-2.6654,-0.2019,-0.7284,0.2345,-0.1766,0.7492,-2.4439,0.8738,-5.73,-5.2297
4,Arc Warden,-1.3241,-0.4179,-2.6336,0.2257,0,-2.3188,-0.2374,0.3829,6.4121,-0.8267,-1.4774,4.6272,0.9596,8.6354,0.3652,3.7128,5.6539,0.1632,-2.1934,-3.0675,0.2452,-0.7107,-0.4654,-3.8477,0.3229,0.2599,-0.2248,0.2728,-1.6353,-2.2342,0.6961,2.1352,1.0754,-1.0518,2.594,1.1934,-2.9412,-0.6874,0.8514,-1.9864,-0.58,-2.017,-0.8208,3.8139,-2.8885,-0.6635,-0.3896,-3.6687,10.1893,1.665,8.8069,-2.2416,-1.6668,5.3422,-4.9465,-2.3408,4.4236,4.6753,-3.462,1.4116,-0.8433,-1.1599,-3.0527,0.3126,0.8061,4.5356,-3.7361,0.2912,-4.5253,3.1024,-0.3224,3.2044,-2.9361,-1.3518,-0.3078,1.3477,-1.2147,-1.2318,-3.8843,-1.7083,-2.1694,-1.0133,-1.4839,-1.0942,-0.4895,-1.3797,-3.4685,-1.4249,0.6809,-1.7734,-0.6865,-3.8808,-4.0415,1.6824,1.136,0.3112,2.4421,-0.8094,-0.8922,0.3528,0.9414,-0.4358,-0.0349,-1.4797,-0.2444,-1.2879,0.0063,-1.5633,-2.2994,-2.3641
5,Axe,0.2463,0.41,1.809,-1.3453,-0.1226,0,-1.3258,0.6034,-4.1888,-0.8719,0.2045,-1.9208,-0.0985,-4.4248,-0.4487,-3.3888,-2.8627,-1.7086,2.2225,-0.2533,0.4076,-2.463,2.3701,1.8853,1.9452,-0.3626,-0.8442,0.2978,0.0315,1.683,0.4778,-0.8566,1.1045,-0.6645,0.4318,-1.4581,1.9864,-2.055,1.6916,0.3712,0.6631,1.4122,0.1281,-0.3228,0.9476,1.0163,0.7805,0.4187,-2.7992,-1.0167,-4.935,0.4451,1.2794,-3.9042,-0.4555,0.5602,-2.587,-0.6159,2.3635,-1.5157,-0.4936,0.175,-1.9846,-0.2758,1.8729,-4.2612,3.2334,0.3487,1.159,1.2896,0.6425,-0.0822,-0.8929,-0.4915,-0.3819,1.1311,0.1558,-0.5118,1.7715,0.8908,-0.1668,0.0707,0.0266,2.0735,-0.1346,0.4714,-0.4842,-0.4014,-1.6876,-2.8824,-0.6103,4.0725,1.4765,1.1195,0.0083,-4.3988,-1.017,1.0456,-0.2152,-0.7438,3.3455,-0.2269,-3.8087,1.6011,-2.1507,-0.8297,-1.4758,1.8128,1.3352,2.1081
6,Bane,-0.6186,-0.5869,-1.2089,-1.7685,0.1747,-0.3821,0,-0.7535,2.2494,-0.4474,-0.6953,0.9053,-0.0157,1.0429,0.2919,3.9535,-0.8706,-0.6952,0.1606,-1.2517,-0.8003,-0.4872,0.8462,-1.1253,0.6596,-0.5816,0.5093,-1.74,0.6636,-0.2311,0.6184,-0.3028,1.5253,-1.27,0.8856,0.836,-0.5788,-4.1745,-0.3235,-1.6152,-3.2426,0.5041,-1.3118,1.5319,-1.3134,-1.5529,0.6353,-1.2253,1.3699,0.3336,2.1351,-0.5205,0.0709,0.4107,-1.1897,0.115,1.5459,0.8052,-0.6281,-0.1088,-0.2165,0.2574,-1.9619,-1.3969,-0.6428,2.6492,-0.5699,0.0376,-1.8061,0.4649,0.1512,1.1129,-2.6606,0.0625,0.5326,0.0706,-1.0098,0.2075,0.3025,-0.8492,-0.024,-1.1675,0.0584,-0.1637,-0.0917,-0.6574,-1.7391,-2.6467,0.3424,0.3622,-3.4444,-2.7044,-1.4555,0.0406,0.2161,-0.9033,0.9485,1.2421,-0.949,-0.5263,0.7908,0.0703,-3.6799,0.8872,-0.0841,-0.203,-0.6139,0.4117,-0.9134,-0.6006
7,Batrider,1.3843,-1.2815,-2.4067,-1.1969,-0.4087,-2.2754,0.739,0,6.0012,-0.3904,-0.2963,0.4834,-0.3342,1.4816,0.0041,1.3707,3.3473,1.0095,-0.4677,-2.2205,-2.1536,-1.0619,1.6788,-2.0307,-0.149,-0.6462,1.2354,-0.0076,-0.8948,-0.7272,0.9701,2.2291,0.9525,-0.2999,0.8981,2.5341,-1.9943,-0.1377,0.4855,-0.5117,-1.3415,-0.3994,-2.194,4.0542,-1.1713,0.4797,-0.69,-1.2254,5.3832,0.8953,4.1574,-0.125,0.4809,2.2507,-2.7501,0.4562,2.9158,2.4587,-1.6448,-0.5399,-0.7143,-0.6777,-0.8754,3.8448,0.5198,-0.1084,-0.7072,-0.1152,-3.5478,1.9159,0.3997,1.4044,-2.006,-1.0998,-1.2828,-0.4765,-0.3719,0.064,0.4457,-0.7884,-1.6207,-0.4953,0.7071,-0.9181,-1.7967,0.582,-3.0315,-2.0328,-4.0706,-1.1371,-0.53,-3.7089,-2.7683,-0.6113,-0.4727,-1.0195,-0.3459,-0.8862,-1.6021,0.0296,2.7514,1.513,1.5415,0.2978,2.4351,0.0576,-1.6584,0.1477,-1.2304,-1.2788
8,Beastmaster,-2.417,0.5253,-5.0242,-1.1169,-6.6622,2.605,-2.2429,-6.1,0,0.463,0.6069,-2.0752,1.7154,-2.1412,1.4515,0.5001,-11.7707,0.1354,-0.2434,-1.3378,-1.6498,-3.3728,-1.087,0.0882,1.471,-0.345,0.3732,-0.7609,1.3118,-1.4914,2.4697,-2.3878,0.0465,0.8638,2.1381,0.7608,0.4493,-9.2655,2.8982,0.1062,-4.1508,3.2762,-0.2254,0.2107,0.5382,-0.8635,1.4675,-0.4221,-2.8354,0.3937,0.8433,1.5394,0.7241,-7.0238,-0.6211,-1.4369,-0.2724,0.4461,-0.0153,-1.4581,-0.4094,-1.2871,-0.1277,-4.0969,-0.8034,2.4527,-1.0027,-0.6813,-1.6998,0.1353,1.1727,-0.1745,-1.5294,1.0478,0.6311,-2.8189,0.5964,0.3694,-0.6045,-1.6478,-0.381,0.0762,2.3033,1.4896,-0.3782,0.1343,0.6541,-9.3499,-0.8358,1.7774,-0.5566,2.8221,1.0751,0.9482,-1.3592,-1.15,2.2435,0.8329,-0.7291,-0.0283,-0.2049,1.2722,-10.326,0.7856,-0.0338,0.5247,0.4992,0.7164,-3.9116,0.0712
9,Bloodseeker,0.0824,-0.5602,0.1209,-2.7206,-0.1276,0.4644,-0.0294,-0.1943,-0.6415,0,-0.4577,1.5371,0.6065,0.5873,-0.865,1.5869,-0.7289,-1.2547,0.4736,-0.1073,-1.4156,0.3867,-0.7417,-0.0711,0.2501,0.7259,-1.5277,-0.6041,-0.2436,0.2841,0.9701,1.1648,-0.4192,-0.7548,0.1897,1.3646,-0.2994,0.2054,-0.3551,0.3263,0.8853,-0.9411,1.5709,-0.0378,-0.4772,1.5335,0.0161,0.6948,-0.2452,-0.6283,-1.5721,-0.9087,1.3596,1.3736,-1.053,1.0384,-0.1124,1.1949,0.451,-1.01,-0.701,1.4945,-1.9651,-0.2783,0.0307,0.5065,-1.4039,0.0865,0.0685,-0.4953,-0.0137,-0.8424,-2.1032,-0.151,-1.3312,-0.2199,1.1036,0.5975,-1.0824,0.0977,0.7321,-1.4934,-0.1417,0.4737,-0.0182,1.669,-0.3035,2.716,-0.2961,-0.2501,0.0291,-1.5341,1.3543,1.2779,-0.0833,0.6389,1.0206,-1.5442,-0.4778,0.2489,0.0671,0.5427,0.2533,0.3804,-1.9424,0.6039,1.6534,0.1537,2.2175,0.3112
10,Bounty Hunter,2.1944,-1.4401,-1.082,1.3143,0.7702,-0.6941,0.4844,-0.1165,-0.5123,0.5448,0,0.8107,-0.0116,-2.044,0.3907,2.5949,0.1328,-2.5361,0.5054,0.4286,0.1359,-0.3532,-1.8153,-0.8517,-1.6071,0.1469,-1.7178,-0.4536,0.9816,-1.7417,0.533,0.7858,0.3357,0.6165,0.1739,3.3218,-1.3663,1.3207,0.1045,-0.8635,-0.4664,-0.6507,0.6816,-1.0197,-0.3748,0.1369,0.681,0.283,-0.7986,0.1916,0.4388,0.8498,-0.9844,2.7535,-3.3297,-0.4666,2.2879,-0.2448,-0.7141,-0.3237,-0.7579,0.9624,0.0379,1.123,1.1591,3.3489,-0.6245,1.1722,-0.6107,-0.6257,1.1509,1.6597,-5.5307,1.0837,-0.2179,-0.6638,-1.8917,1.067,-1.4146,-0.2759,1.1562,-0.3914,-0.4371,-1.4866,0.8674,0.0904,-0.0987,2.0911,-1.8892,-0.0475,-0.3194,-2.0341,0.4074,0.8006,0.2886,-0.0493,1.565,-1.2593,0.1184,-0.4311,0.3835,0.6013,0.6961,-0.4386,-1.4747,-0.1542,-0.7828,-0.2181,-0.7095,0.1325
11,Brewmaster,-2.3928,-0.2331,-1.9021,1.758,-4.6498,0.3303,-0.8639,-0.4656,2.0249,-1.7307,-0.7655,0,0.654,1.3776,0.188,-0.6923,-3.2967,0.2201,2.493,0.0802,0.6755,-0.2005,0.4583,0.1333,-1.2364,-0.6326,-1.7704,0.0487,0.0405,-0.1034,-1.7334,-1.2777,-0.0202,-0.6634,-0.082,-1.5887,0.2965,-1.6627,-0.3744,-0.5045,-0.0298,-0.4518,-0.0123,1.4243,-0.9102,-0.099,0.8483,0.7152,-1.4906,-0.0835,0.4329,0.1139,-0.158,-2.5611,-0.0377,-0.5261,0.6388,1.8447,-0.0253,0.2907,-0.212,-0.7131,-0.2126,-0.6347,-0.1456,0.7019,0.5824,-0.1381,-1.3024,-0.8926,0.3804,0.1666,-1.383,-0.8138,1.4038,-1.7383,-0.3704,-0.642,-0.1332,-1.3847,-0.0283,0.4717,-0.2491,-0.035,-2.3868,0.0519,-1.3941,-2.1912,-1.8768,-1.8997,-2.2075,1.6433,-0.3588,0.3305,-0.1125,-1.5634,-0.2759,0.3245,-2.2165,-0.8036,-1.6383,-1.4754,-5.0021,-0.2606,2.5067,0.7959,0.7097,-0.8462,-2.3047,-1.0045
12,Bristleback,-1.1251,0.0734,2.9421,0.8353,-1.7301,-0.5084,-0.2856,-0.0466,-1.8639,-0.6216,0.087,-0.9179,0,-3.2251,-2.2982,-1.759,-0.8116,-1.1426,-0.0426,-0.7346,-0.0499,2.4971,-0.092,1.0904,0.5679,1.0207,0.1107,-0.2374,-0.764,1.1638,0.6679,-1.1662,-1.0737,1.6749,-0.0537,-1.4994,0.5947,-0.3657,-0.7204,-0.0011,4.1541,-0.1062,1.8368,0.59,0.575,-1.3094,-0.1011,0.3249,-1.3235,-2.7596,-3.4787,-0.3689,0.0733,-1.1337,0.1372,0.3791,-0.9964,0.8614,3.8977,-1.8505,0.4228,0.4453,0.1176,-1.5572,0.5097,-1.4308,1.411,-0.2045,-1.8495,-0.8552,0.056,0.2466,-3.9508,-1.3731,-1.8967,1.3038,0.6371,-2.1004,3.2333,-1.2922,2.5437,1.3701,-0.4176,-2.0439,-1.5046,0.6514,-0.3885,0.8405,-1.6949,-0.018,-0.5966,1.7435,-0.4616,-1.8992,0.1135,-1.665,-0.4495,1.338,-2.7244,-0.6989,0.8071,-0.2445,-2.6654,-1.4659,-1.5503,0.0844,0.0291,0.4487,-0.6972,-0.0952
13,Broodmother,-3.7288,-0.1088,-2.0133,-2.1278,-8.6751,0.7308,-1.1011,-1.4911,2.0167,-1.8479,0.5814,-1.3539,2.0867,0,-0.588,-0.6488,-4.7445,-2.4286,-0.4459,-0.3238,1.5439,-0.7227,-0.4784,-1.459,-0.3638,-0.5632,-3.9202,-2.5754,1.4898,-1.6542,1.7793,-1.3859,1.2366,-2.7729,-0.1261,-2.746,-2.3235,-6.5784,1.3774,-2.7659,-0.9617,-1.0704,-0.2233,4.6341,-3.746,-1.6983,0.3464,-0.3126,3.8926,-3.5607,0.3534,-0.6094,-3.8219,0.6679,-1.7942,-1.9424,4.1032,1.8575,0.4418,-1.6028,-1.9912,-0.9694,-2.6216,-2.0205,-1.795,-0.4246,-2.689,-1.0801,-4.3924,-1.7092,0.7729,0.0381,-5.3956,-0.7586,1.7476,-1.7828,0.7069,-0.8727,-2.8266,-2.501,2.0489,-0.6353,-2.661,-1.726,-2.2566,0.1679,-0.9102,-4.7488,-2.624,-1.5322,-2.4236,1.3762,-1.2797,2.0315,-1.4315,-0.3622,0.4896,-1.0976,-3.2849,-0.097,-1.0587,-0.5698,-8.8183,-1.838,-2.5232,0.0346,-0.8337,-2.3738,-4.0198,-2.374
14,Centaur Warrunner,0.0713,1.6686,-0.3513,1.3765,-0.7657,0.8481,-0.4385,-0.2533,-1.576,1.2126,0.4303,-0.4457,2.5688,0.1507,0,-1.3021,3.6439,0.7418,-0.2186,0.3656,0.0621,2.7805,1.5247,1.7156,1.7081,0.9915,-0.4023,-0.8723,0.3855,1.1389,1.7376,0.2511,2.3915,-1.0181,-1.2164,-0.246,1.624,1.3213,0.5701,2.8951,0.3311,0.6869,0.9831,1.8843,-0.7308,2.8579,0.2545,0.0677,-0.7661,-1.2413,0.5397,-0.0936,-0.7036,0.1285,0.1377,-0.198,-0.7413,1.0482,3.0832,0.0017,-0.862,-0.1475,1.8042,-0.834,0.9465,-0.7657,1.2184,0.0832,0.761,-0.4243,0.3499,0.0728,-0.1336,0.8367,-0.8601,1.2136,1.409,-0.286,0.6171,-0.8845,1.6828,1.2691,-0.734,-0.4986,0.275,-1.3111,1.2363,-0.3599,-0.1695,-0.4952,1.6595,2.8485,-0.2245,0.414,1.3481,-1.6783,-0.5465,2.774,-0.265,0.5281,0.32,1.3307,-0.3125,1.2771,0.0205,-0.2468,0.1631,2.0635,1.7513,0.202
15,Chaos Knight,0.0923,-0.2954,-0.5625,-0.1041,-4.2192,2.3802,-4.1808,-1.6258,-0.5525,-1.4611,-2.1345,0.5728,1.7308,0.1842,1.3918,0,-1.4072,-2.1227,-2.002,0.5503,2.1856,-0.3304,-0.9634,1.1057,-1.4198,1.5342,-2.0249,-1.7372,3.1665,3.219,3.563,-0.6704,2.3731,-1.9548,1.2408,-3.832,1.9417,0.5813,1.8904,-1.1462,0.0743,1.9908,-0.5018,1.4069,1.8414,-1.8442,-0.158,0.7147,-0.4975,-1.0388,-2.7973,2.92,4.2916,1.6088,0.4932,-0.725,2.4438,0.1373,-0.8774,-1.738,-1.8369,-2.078,1.9072,-1.5145,0.0917,2.3316,3.6801,0.2909,-2.5611,-1.7986,0.688,-1.7808,-0.7382,-0.3308,4.8471,-3.4348,1.0838,0.2466,0.052,-3.1028,-0.6176,-0.7984,-0.6697,1.2572,-1.8876,-1.1187,2.5953,-0.3171,-3.1503,-1.148,2.26,3.9448,-0.5644,0.5646,-1.8607,-0.8102,-1.5854,1.9164,-2.904,-1.5088,0.0091,-3.3429,-4.4734,2.1235,0.5127,0.3267,2.1191,0.8976,-2.1616,-0.9166
16,Chen,-3.2427,-0.1756,-1.4465,-0.9661,-5.5561,-0.0918,0.7453,-3.3253,11.1422,-0.2697,-0.9007,3.1623,0.1074,4.6957,-4.0069,0.9039,0,1.8602,-3.8276,-0.4481,-1.8691,-3.7008,2.0814,-1.4806,-0.4977,0.7023,2.0743,-1.4035,-0.6678,-3.6358,1.1966,-0.8906,2.5073,-1.6879,-0.0275,1.6708,-3.1214,-7.5351,1.4007,-2.8199,-3.8676,0.5373,-1.5546,10.0083,-4.6561,1.1807,0.8738,-1.9733,11.2622,2.9132,6.8288,-0.1023,-1.0919,-4.1588,-2.5302,-4.1919,1.7905,7.2235,-2.9923,-1.1507,-0.5626,-2.475,-3.056,-3.9217,1.993,2.0591,-2.059,1.1615,-5.338,3.0976,0.1505,0.3629,-4.915,-3.3737,0.0502,-5.7954,-0.776,1.0426,-1.9969,-1.0045,-0.523,-1.2693,-1.4219,-4.0488,-2.8083,-2.7477,-1.1804,-8.738,-1.5671,2.3765,-7.6683,-3.2485,-2.3016,2.3266,0.7914,0.6987,1.2321,-2.339,0.7081,2.851,2.4604,-1.4431,-6.1876,-0.3758,0.1293,2.0837,-0.462,-0.5161,-1.5864,-2.4895
